id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,index_12_head,index_23_head,index_3c_head,index_4c_head,index_5c_head,feedback_head,lfo_rate_head,lfo_depth_cents_head,key_scaling_head,env_mod_attack_head,env_mod_decay_head,env_mod_sustain_head,env_mod_release_head,env_car_attack_head,env_car_decay_head,env_car_sustain_head,env_car_release_head,ratio_log2_head,freq_log2_head,detune_carrier_head
3807,series3_parallel2,120.8798,0.125,4.3993,0.343,1.5632,0.3072,0.7877,-7.3372,0.1611,1.8451,12.7659,0.7002,0.0161,0.0692,0.3429,0.3368,0.0042,0.5403,0.1739,0.0561,3,4.3993,0.343,1.5632,0.3072,0.7877,0.1611,1.8451,12.7659,0.7002,-5.956795,-3.853084,0.3429,-1.5700359,-7.895395,-0.8881674,0.1739,-4.1558557,-3.0,6.9174294,-7.3372
3613,series3_parallel2,173.4673,2.0,1.764,0.8775,3.123,1.5828,1.3273,7.9938,0.1525,5.2586,1.7021,0.6079,0.027,0.1466,0.7096,0.2034,0.0941,0.1557,0.4143,0.0926,3,1.764,0.8775,3.123,1.5828,1.3273,0.1525,5.2586,1.7021,0.6079,-5.210897,-2.7700431,0.7096,-2.2976084,-3.4096615,-2.683159,0.4143,-3.432844,1.0,7.43852,7.9938
3127,series2x2_parallel1,71.7647,0.5,1.6431,0.8381,2.9577,1.7489,2.539,7.2935,0.0556,6.1752,14.9512,0.7199,0.0173,0.0545,0.1889,0.0219,0.0405,0.0602,0.4354,0.1774,1,1.6431,0.8381,2.9577,1.7489,2.539,0.0556,6.1752,14.9512,0.7199,-5.853084,-4.1976,0.1889,-5.512925,-4.625934,-4.054093,0.4354,-2.4949222,-1.0,6.1652026,7.2935
376,parallel5,88.2401,0.125,1.2031,4.7473,2.6886,2.0674,0.4084,-1.8869,0.4457,1.8319,13.5421,0.35,0.0134,0.4356,0.3707,0.0319,0.0028,0.3521,0.3489,0.1564,0,1.2031,4.7473,2.6886,2.0674,0.4084,0.4457,1.8319,13.5421,0.35,-6.2216234,-1.1989241,0.3707,-4.9702997,-8.480357,-1.5059428,0.3489,-2.6766877,-3.0,6.4633627,-1.8869
2393,series3,549.4403,0.125,2.8192,3.5483,4.8604,3.422,1.1922,2.621,0.4024,4.5209,12.0691,0.401,0.0137,0.0464,0.3282,0.0216,0.0392,0.5091,0.7723,0.0874,2,2.8192,3.5483,4.8604,3.422,1.1922,0.4024,4.5209,12.0691,0.401,-6.18968,-4.4297314,0.3282,-5.532825,-4.6730027,-0.973979,0.7723,-3.516223,-3.0,9.101819,2.621
2596,series2x2_parallel1,314.1159,2.0,5.7384,2.6126,2.3248,2.3714,0.4907,-0.5943,0.2067,2.4895,12.3297,0.547,0.0045,0.1471,0.6816,0.0844,0.0106,0.0775,0.7171,0.168,1,5.7384,2.6126,2.3248,2.3714,0.4907,0.2067,2.4895,12.3297,0.547,-7.7958593,-2.7651308,0.6816,-3.5666132,-6.559792,-3.6896598,0.7171,-2.5734668,1.0,8.295154,-0.5943
1315,series3,77.6765,4.0,2.6641,1.5089,0.3103,3.471,0.3819,-8.0302,0.3199,8.0805,20.492,0.0175,0.0707,0.1991,0.8466,0.0963,0.0052,0.1228,0.698,0.203,2,2.6641,1.5089,0.3103,3.471,0.3819,0.3199,8.0805,20.492,0.0175,-3.822146,-2.328435,0.8466,-3.3763204,-7.5872726,-3.0256176,0.698,-2.3004484,2.0,6.279406,-8.0302
1608,series2x2_parallel1,96.4545,2.0,5.6383,2.0463,4.8018,3.2395,2.4711,8.541,0.3249,3.5977,17.9951,0.2916,0.0106,0.0866,0.7824,0.2929,0.0159,0.0879,0.8931,0.2998,1,5.6383,2.0463,4.8018,3.2395,2.4711,0.3249,3.5977,17.9951,0.2916,-6.559792,-3.5294893,0.7824,-1.7715199,-5.974829,-3.507993,0.8931,-1.7379277,1.0,6.591777,8.541
1200,series3_parallel2,668.7234,0.125,0.6446,2.7217,3.754,5.9124,2.7107,-7.6881,0.0277,5.8072,19.7317,0.0392,0.0056,0.4578,0.7855,0.2765,0.0087,0.0486,0.2413,0.0334,3,0.6446,2.7217,3.754,5.9124,2.7107,0.0277,5.8072,19.7317,0.0392,-7.4803576,-1.1272106,0.7855,-1.8546487,-6.844769,-4.3629,0.2413,-4.904008,-3.0,9.385265,-7.6881
1017,parallel5,343.3767,2.0,3.0281,0.7004,2.2241,3.7409,0.944,-6.8541,0.1616,1.9237,14.526,0.4551,0.0032,0.0325,0.5052,0.0646,0.0898,0.0636,0.506,0.2833,0,3.0281,0.7004,2.2241,3.7409,0.944,0.1616,1.9237,14.526,0.4551,-8.287712,-4.9434166,0.5052,-3.952322,-3.4771407,-3.9748294,0.506,-1.8195974,1.0,8.423649,-6.8541
592,series3,500.2368,0.25,1.7116,1.3366,1.6481,0.1629,2.1547,10.6195,0.2521,4.7236,4.6855,0.1152,0.0045,0.0313,0.7742,0.3176,0.1128,0.1654,0.1608,0.2822,2,1.7116,1.3366,1.6481,0.1629,2.1547,0.2521,4.7236,4.6855,0.1152,-7.7958593,-4.9976935,0.7742,-1.6547171,-3.148161,-2.595969,0.1608,-1.8252101,-2.0,8.966467,10.6195
1396,series3,291.0968,0.25,2.5128,2.3079,2.8639,1.9368,1.5411,9.7005,0.2912,4.7618,11.5213,0.3357,0.0336,0.2455,0.4608,0.5824,0.0088,0.0951,0.2772,0.4746,2,2.5128,2.3079,2.8639,1.9368,1.5411,0.2912,4.7618,11.5213,0.3357,-4.895395,-2.026205,0.4608,-0.7799177,-6.828281,-3.3944108,0.2772,-1.075216,-2.0,8.185355,9.7005
3982,series3_parallel2,171.2213,0.3333,3.2535,3.3029,1.1072,2.6125,4.7665,-10.1972,0.3094,4.2564,19.3742,0.2512,0.0252,0.0977,0.2141,0.1166,0.0269,0.1471,0.6941,0.1607,3,3.2535,3.3029,1.1072,2.6125,4.7665,0.3094,4.2564,19.3742,0.2512,-5.3104324,-3.3554976,0.2141,-3.1003604,-5.21625,-2.7651308,0.6941,-2.6375582,-1.5851068,7.4197183,-10.1972
2726,series2x2_parallel1,434.7015,0.5,1.4717,2.4416,0.9949,0.3753,0.1904,10.8435,0.3167,0.2678,4.9841,0.0129,0.0067,0.0625,0.485,0.3842,0.005,0.5014,0.823,0.0604,1,1.4717,2.4416,0.9949,0.3753,0.1904,0.3167,0.2678,4.9841,0.0129,-7.2216234,-4.0,0.485,-1.3800706,-7.643856,-0.99596614,0.823,-4.049308,-1.0,8.763882,10.8435
1811,series3,73.9449,1.0,0.8968,0.4191,3.9203,1.2779,3.6383,6.1803,0.4075,0.2096,6.1849,0.1096,0.0099,0.0478,0.5503,0.202,0.0734,0.1,0.4832,0.054,2,0.8968,0.4191,3.9203,1.2779,3.6383,0.4075,0.2096,6.1849,0.1096,-6.6583557,-4.3868456,0.5503,-2.3075728,-3.7680762,-3.321928,0.4832,-4.210897,0.0,6.208379,6.1803
1143,series3_parallel2,634.153,0.6667,0.5722,2.8072,3.5788,0.5665,0.3857,-11.3177,0.3821,7.7381,4.5415,0.2158,0.0616,0.0387,0.8547,0.0407,0.0097,0.182,0.8619,0.0748,3,0.5722,2.8072,3.5788,0.5665,0.3857,0.3821,7.7381,4.5415,0.2158,-4.020926,-4.6915226,0.8547,-4.6188273,-6.6877995,-2.4579897,0.8619,-3.740818,-0.58489037,9.308687,-11.3177
1891,series2x2_parallel1,288.0195,0.3333,5.5836,1.6095,0.2975,0.6202,0.2231,-9.4338,0.2188,5.2644,13.8055,0.7844,0.0035,0.0414,0.8137,0.3052,0.0027,0.2747,0.8254,0.1553,1,5.5836,1.6095,0.2975,0.6202,0.2231,0.2188,5.2644,13.8055,0.7844,-8.158429,-4.5942254,0.8137,-1.7121731,-8.5328245,-1.8640712,0.8254,-2.68687,-1.5851068,8.170023,-9.4338
2707,series3,338.249,0.5,0.6252,0.612,0.7422,1.355,2.4033,0.1127,0.108,6.3257,6.3343,0.2572,0.0032,0.068,0.4973,0.0388,0.0193,0.3489,0.7683,0.0553,2,0.6252,0.612,0.7422,1.355,2.4033,0.108,6.3257,6.3343,0.2572,-8.287712,-3.8783214,0.4973,-4.6877995,-5.6952553,-1.5191145,0.7683,-4.1765766,-1.0,8.401942,0.1127
2631,parallel5,298.6075,0.3333,2.0621,3.1449,0.4836,2.6426,3.6201,-11.6863,0.2294,3.1605,18.2189,0.2923,0.0031,0.0432,0.6372,0.1149,0.0011,0.3133,0.8753,0.0518,0,2.0621,3.1449,0.4836,2.6426,3.6201,0.2294,3.1605,18.2189,0.2923,-8.333516,-4.532825,0.6372,-3.1215494,-9.82828,-1.6743833,0.8753,-4.270904,-1.5851068,8.222107,-11.6863
1903,series3,194.8403,0.25,2.1477,3.7494,5.4266,2.5612,1.6213,-3.9549,0.4446,5.0874,0.4648,0.5789,0.0024,0.0335,0.755,0.116,0.0036,0.267,0.3517,0.2814,2,2.1477,3.7494,5.4266,2.5612,1.6213,0.4446,5.0874,0.4648,0.5789,-8.70275,-4.899695,0.755,-3.1078033,-8.117787,-1.9050884,0.3517,-1.8293058,-2.0,7.6061482,-3.9549
1368,series3_parallel2,142.2249,1.0,1.7045,5.6132,4.9611,1.8734,0.441,9.9316,0.3218,1.9651,11.5316,0.5138,0.0048,0.3972,0.8273,0.08,0.0305,0.0804,0.8382,0.0432,3,1.7045,5.6132,4.9611,1.8734,0.441,0.3218,1.9651,11.5316,0.5138,-7.7027497,-1.3320625,0.8273,-3.6438563,-5.035047,-3.6366608,0.8382,-4.532825,0.0,7.1520305,9.9316
409,series3,272.286,0.1667,3.212,1.9034,4.4819,5.69,3.7426,-4.3757,0.0684,4.8845,12.8104,0.4734,0.0189,0.1317,0.2095,0.053,0.0641,0.5796,0.6145,0.253,2,3.212,1.9034,4.4819,5.69,3.7426,0.0684,4.8845,12.8104,0.4734,-5.72547,-2.9246728,0.2095,-4.237864,-3.963532,-0.78687054,0.6145,-1.9827907,-2.584674,8.088979,-4.3757
100,parallel5,472.1235,4.0,4.1145,2.6512,3.2013,3.5598,4.0204,-7.7294,0.0261,3.2049,17.4672,0.2145,0.0639,0.3052,0.8156,0.021,0.0025,0.0521,0.7782,0.4546,0,4.1145,2.6512,3.2013,3.5598,4.0204,0.0261,3.2049,17.4672,0.2145,-3.9680402,-1.7121731,0.8156,-5.573467,-8.643856,-4.262573,0.7782,-1.1373304,2.0,8.88302,-7.7294
2515,series2x2_parallel1,361.5102,1.0,4.575,3.3607,0.7308,3.0299,0.5751,5.4314,0.1379,7.5762,9.8119,0.7543,0.0648,0.3638,0.3073,0.1887,0.0111,0.1209,0.1337,0.2059,1,4.575,3.3607,0.7308,3.0299,0.5751,0.1379,7.5762,9.8119,0.7543,-3.9478624,-1.4587826,0.3073,-2.4058337,-6.4932966,-3.0481138,0.1337,-2.2799842,0.0,8.497892,5.4314
3949,parallel5,229.456,1.0,3.3113,1.6063,2.5504,1.0356,3.9915,6.0919,0.0451,6.3432,8.9682,0.1054,0.0128,0.145,0.6765,0.3153,0.0643,0.043,0.5478,0.1527,0,3.3113,1.6063,2.5504,1.0356,3.9915,0.0451,6.3432,8.9682,0.1054,-6.2877126,-2.7858753,0.6765,-1.665203,-3.9590375,-4.5395193,0.5478,-2.711228,0.0,7.8420734,6.0919
1659,series2x2_parallel1,92.3288,0.1667,3.0674,1.1753,2.287,0.9532,1.5049,5.2142,0.0399,3.1291,18.7029,0.243,0.0025,0.0762,0.2415,0.1618,0.1142,0.5381,0.3196,0.043,1,3.0674,1.1753,2.287,0.9532,1.5049,0.0399,3.1291,18.7029,0.243,-8.643856,-3.714065,0.2415,-2.6277165,-3.1303654,-0.89405376,0.3196,-4.5395193,-2.584674,6.528709,5.2142
969,parallel5,383.2705,0.3333,3.981,5.2633,0.7288,1.6111,4.1895,-8.1756,0.3185,0.3242,3.4545,0.1687,0.0065,0.0382,0.7882,0.1435,0.0549,0.3172,0.6914,0.0636,0,3.981,5.2633,0.7288,1.6111,4.1895,0.3185,0.3242,3.4545,0.1687,-7.2653446,-4.7102838,0.7882,-2.8008773,-4.18705,-1.6565353,0.6914,-3.9748294,-1.5851068,8.582219,-8.1756
2766,series2x2_parallel1,615.3573,0.5,3.255,3.5996,0.3783,2.1153,1.8204,1.4505,0.391,1.2538,3.8541,0.12,0.0045,0.0596,0.5435,0.0353,0.0917,0.0798,0.2817,0.0505,1,3.255,3.5996,0.3783,2.1153,1.8204,0.391,1.2538,3.8541,0.12,-7.7958593,-4.068544,0.5435,-4.8241878,-3.4469345,-3.6474674,0.2817,-4.307573,-1.0,9.265281,1.4505
3230,parallel5,274.2644,0.5,1.394,4.5526,3.6352,0.3697,0.2048,5.7324,0.2894,0.9361,9.5068,0.2137,0.0034,0.2059,0.7288,0.1514,0.0059,0.0514,0.8138,0.7306,0,1.394,4.5526,3.6352,0.3697,0.2048,0.2894,0.9361,9.5068,0.2137,-8.20025,-2.2799842,0.7288,-2.723563,-7.4050694,-4.282088,0.8138,-0.45284632,-1.0,8.099423,5.7324
3344,series2x2_parallel1,469.3279,0.6667,1.3745,3.6146,4.0686,3.4222,2.6196,11.2064,0.0758,5.2978,15.0015,0.7175,0.0239,0.0699,0.7602,0.1354,0.0046,0.0495,0.5375,0.044,1,1.3745,3.6146,4.0686,3.4222,2.6196,0.0758,5.2978,15.0015,0.7175,-5.3868456,-3.8385637,0.7602,-2.8847003,-7.7641506,-4.3364277,0.5375,-4.506353,-0.58489037,8.874453,11.2064
1779,series2x2_parallel1,145.4065,0.5,1.4812,0.4562,4.0824,3.8874,1.7995,3.3653,0.0815,0.9508,9.717,0.1295,0.0716,0.1208,0.5586,0.3844,0.0047,0.055,0.7933,0.1219,1,1.4812,0.4562,4.0824,3.8874,1.7995,0.0815,0.9508,9.717,0.1295,-3.8038967,-3.0493076,0.5586,-1.3793197,-7.733124,-4.1844244,0.7933,-3.03623,-1.0,7.183948,3.3653
3140,parallel5,439.6783,0.125,3.9734,3.6257,1.0042,1.6421,1.5051,-1.5167,0.0236,5.0871,0.1898,0.3973,0.0163,0.0398,0.4751,0.0942,0.0531,0.2579,0.7572,0.0898,0,3.9734,3.6257,1.0042,1.6421,1.5051,0.0236,5.0871,0.1898,0.3973,-5.9389844,-4.6510878,0.4751,-3.4081292,-4.235144,-1.9551163,0.7572,-3.4771407,-3.0,8.780305,-1.5167
629,series3_parallel2,672.1486,3.0,1.2481,1.1267,1.0485,1.2777,0.8645,3.1997,0.1092,5.46,2.6927,0.6399,0.0393,0.1866,0.328,0.4516,0.0082,0.1526,0.1296,0.25,3,1.2481,1.1267,1.0485,1.2777,0.8645,0.1092,5.46,2.6927,0.6399,-4.669327,-2.4219792,0.328,-1.1468827,-6.9301605,-2.712173,0.1296,-2.0,1.5849625,9.392636,3.1997
403,parallel5,151.6445,0.2,1.6142,3.7951,3.2361,0.4268,4.9265,1.6071,0.238,1.1227,14.5633,0.0802,0.0146,0.153,0.554,0.0428,0.0027,0.2346,0.6939,0.6872,0,1.6142,3.7951,3.2361,0.4268,4.9265,0.238,1.1227,14.5633,0.0802,-6.097888,-2.7083964,0.554,-4.546245,-8.5328245,-2.091725,0.6939,-0.541198,-2.321928,7.2445493,1.6071
862,parallel5,109.6553,0.5,2.4489,1.1414,1.0249,3.8415,2.0135,9.9639,0.3562,7.3086,18.293,0.496,0.0113,0.0757,0.3447,0.024,0.1166,0.1725,0.256,0.2923,0,2.4489,1.1414,1.0249,3.8415,2.0135,0.3562,7.3086,18.293,0.496,-6.4675336,-3.723563,0.3447,-5.3808217,-3.1003604,-2.5353317,0.256,-1.7744783,-1.0,6.7768316,9.9639
3145,series3_parallel2,67.9234,2.0,3.6903,3.3001,3.7161,1.6938,0.448,-9.5574,0.3344,3.0536,15.2697,0.3324,0.0056,0.0444,0.8559,0.0504,0.0145,0.1139,0.3054,0.2197,3,3.6903,3.3001,3.7161,1.6938,0.448,0.3344,3.0536,15.2697,0.3324,-7.4803576,-4.4932966,0.8559,-4.3104324,-6.1078033,-3.1341603,0.3054,-2.1863933,1.0,6.085837,-9.5574
1644,series3_parallel2,833.3697,4.0,3.792,0.4976,0.7474,0.6568,2.4582,-11.2129,0.3138,3.5017,2.7869,0.2438,0.0656,0.2129,0.4078,0.0274,0.0052,0.399,0.6471,0.7439,3,3.792,0.4976,0.7474,0.6568,2.4582,0.3138,3.5017,2.7869,0.2438,-3.9301603,-2.2317522,0.4078,-5.18968,-7.5872726,-1.3255394,0.6471,-0.42681938,2.0,9.702813,-11.2129
1848,parallel5,131.5836,1.5,1.0926,0.3709,1.4719,2.3605,1.3758,2.3901,0.4382,2.2022,16.8366,0.2416,0.0215,0.2487,0.1822,0.267,0.0849,0.1661,0.4403,0.0687,0,1.0926,0.3709,1.4719,2.3605,1.3758,0.4382,2.2022,16.8366,0.2416,-5.5395193,-2.0075216,0.1822,-1.9050884,-3.5580916,-2.589876,0.4403,-3.8635461,0.5849625,7.039836,2.3901
2396,series2x2_parallel1,92.0207,1.5,3.8048,2.7399,2.3159,3.7208,1.5395,4.3587,0.3105,6.7389,15.1535,0.4828,0.069,0.0606,0.6623,0.0241,0.0582,0.0684,0.8065,0.1425,1,3.8048,2.7399,2.3159,3.7208,1.5395,0.3105,6.7389,15.1535,0.4828,-3.85726,-4.0445385,0.6623,-5.374823,-4.102837,-3.8698597,0.8065,-2.8109663,0.5849625,6.5238867,4.3587
991,series3,86.4305,2.0,0.6322,5.4451,0.524,0.6754,3.0279,11.2583,0.1666,2.2628,2.5884,0.025,0.0029,0.1087,0.4115,0.4832,0.105,0.075,0.5945,0.0381,2,0.6322,5.4451,0.524,0.6754,3.0279,0.1666,2.2628,2.5884,0.025,-8.429731,-3.2015762,0.4115,-1.0493076,-3.2515388,-3.7369657,0.5945,-4.714065,1.0,6.4334683,11.2583
688,series2x2_parallel1,107.4615,3.0,5.9435,1.2956,1.698,3.3181,3.4993,-2.7326,0.3384,1.2063,2.235,0.1606,0.0032,0.0526,0.3568,0.2346,0.0411,0.1273,0.7997,0.4528,1,5.9435,1.2956,1.698,3.3181,3.4993,0.3384,1.2063,2.235,0.1606,-8.287712,-4.2487936,0.3568,-2.091725,-4.6047177,-2.9736958,0.7997,-1.1430541,1.5849625,6.747676,-2.7326
3819,series3_parallel2,95.2305,0.5,1.6862,0.9844,4.5134,3.2775,3.862,9.8323,0.2372,7.2311,7.7064,0.2268,0.0272,0.1044,0.4134,0.0447,0.0057,0.0561,0.5176,0.0521,3,1.6862,0.9844,4.5134,3.2775,3.862,0.2372,7.2311,7.7064,0.2268,-5.2002497,-3.2598064,0.4134,-4.4835815,-7.4548225,-4.1558557,0.5176,-4.262573,-1.0,6.573352,9.8323
723,parallel5,444.5871,0.5,1.155,1.5894,0.6111,5.7783,3.4739,-10.6656,0.208,2.278,17.0542,0.4958,0.0043,0.0503,0.2395,0.0667,0.0636,0.0449,0.5811,0.0701,0,1.155,1.5894,0.6111,5.7783,3.4739,0.208,2.278,17.0542,0.4958,-7.861448,-4.3132977,0.2395,-3.9061694,-3.9748294,-4.477141,0.5811,-3.8344417,-1.0,8.796322,-10.6656
1713,series2x2_parallel1,526.0462,2.0,2.5326,0.8884,0.2027,1.5185,1.6313,0.7618,0.0678,8.7617,7.4429,0.3578,0.0094,0.138,0.6529,0.0664,0.0351,0.1169,0.8999,0.0338,1,2.5326,0.8884,0.2027,1.5185,1.6313,0.0678,8.7617,7.4429,0.3578,-6.733124,-2.85726,0.6529,-3.912673,-4.832385,-3.0966532,0.8999,-4.886833,1.0,9.039045,0.7618
2175,parallel5,66.3589,3.0,0.2823,0.2878,1.7191,5.4253,2.4012,0.6831,0.1143,6.8791,4.0716,0.5053,0.0128,0.0469,0.4021,0.2428,0.003,0.1266,0.5867,0.1238,0,0.2823,0.2878,1.7191,5.4253,2.4012,0.1143,6.8791,4.0716,0.5053,-6.2877126,-4.4142685,0.4021,-2.0421598,-8.380822,-2.9816508,0.5867,-3.0139167,1.5849625,6.052218,0.6831
1661,series3_parallel2,265.6434,0.3333,1.8007,2.7043,0.866,4.9164,1.0624,-8.2293,0.0073,1.5668,21.0743,0.5352,0.0024,0.235,0.7555,0.3018,0.0337,0.0966,0.199,0.7896,3,1.8007,2.7043,0.866,4.9164,1.0624,0.0073,1.5668,21.0743,0.5352,-8.70275,-2.0892673,0.7555,-1.7283353,-4.8911076,-3.3718328,0.199,-0.34080607,-1.5851068,8.053347,-8.2293
1652,series3_parallel2,245.6631,1.5,5.5939,1.9846,1.2372,1.2355,0.9244,-3.0978,0.4405,8.4235,1.6473,0.5529,0.0761,0.1717,0.63,0.1156,0.0465,0.187,0.6954,0.0327,3,5.5939,1.9846,1.2372,1.2355,0.9244,0.4405,8.4235,1.6473,0.5529,-3.7159598,-2.542038,0.63,-3.1127868,-4.4266253,-2.4188898,0.6954,-4.9345655,0.5849625,7.9405375,-3.0978
732,series3_parallel2,558.2344,1.5,0.1592,0.8828,2.6752,0.6656,0.1678,7.6705,0.388,4.2267,1.4041,0.032,0.0068,0.0518,0.4255,0.0325,0.1006,0.2572,0.5733,0.6176,3,0.1592,0.8828,2.6752,0.6656,0.1678,0.388,4.2267,1.4041,0.032,-7.2002497,-4.270904,0.4255,-4.9434166,-3.3132977,-1.9590374,0.5733,-0.6952553,0.5849625,9.124727,7.6705
1294,series2x2_parallel1,104.2506,0.25,1.4308,1.1177,1.5191,0.8062,0.478,-4.3693,0.0904,7.3417,5.6265,0.7002,0.0081,0.0337,0.5995,0.4337,0.1019,0.3626,0.6859,0.0305,1,1.4308,1.1177,1.5191,0.8062,0.478,0.0904,7.3417,5.6265,0.7002,-6.947862,-4.8911076,0.5995,-1.2052307,-3.294774,-1.4635491,0.6859,-5.035047,-2.0,6.703912,-4.3693
1929,series2x2_parallel1,558.8597,0.1667,3.8628,0.6961,2.5664,1.2369,1.1162,-5.3338,0.1716,5.8234,3.0447,0.7997,0.0021,0.0862,0.7465,0.1066,0.0023,0.124,0.5871,0.6652,1,3.8628,0.6961,2.5664,1.2369,1.1162,0.1716,5.8234,3.0447,0.7997,-8.895395,-3.5361683,0.7465,-3.2297206,-8.764151,-3.011588,0.5871,-0.58813995,-2.584674,9.126342,-5.3338
3762,series3_parallel2,149.9848,2.0,1.2726,2.9899,3.0575,3.9783,0.5357,-7.5457,0.0102,3.9659,1.2028,0.4031,0.017,0.295,0.1936,0.0235,0.0142,0.0556,0.3197,0.1491,3,1.2726,2.9899,3.0575,3.9783,0.5357,0.0102,3.9659,1.2028,0.4031,-5.878321,-1.7612132,0.1936,-5.4111953,-6.137965,-4.1687713,0.3197,-2.7456477,1.0,7.2286725,-7.5457
1413,series2x2_parallel1,76.8371,1.5,1.3016,3.6139,2.5986,5.4759,3.7295,0.2457,0.2169,0.5122,12.8381,0.3937,0.0062,0.1292,0.4037,0.0655,0.001,0.3271,0.2099,0.0349,1,1.3016,3.6139,2.5986,5.4759,3.7295,0.2169,0.5122,12.8381,0.3937,-7.333516,-2.952322,0.4037,-3.9323614,-9.965784,-1.6121963,0.2099,-4.840629,0.5849625,6.263731,0.2457
96,series3_parallel2,94.3968,1.0,0.4942,5.0363,5.4201,5.1411,2.0046,11.535,0.2119,4.4033,11.3178,0.5894,0.0361,0.1846,0.5217,0.1196,0.0027,0.0884,0.6311,0.1707,3,0.4942,5.0363,5.4201,5.1411,2.0046,0.2119,4.4033,11.3178,0.5894,-4.7918572,-2.4375255,0.5217,-3.0637107,-8.5328245,-3.4998097,0.6311,-2.550465,0.0,6.560666,11.535
2730,series3_parallel2,125.8472,1.5,4.1577,0.6499,0.7644,0.9089,0.1557,3.7956,0.3778,2.7998,18.6751,0.1083,0.0202,0.0708,0.6989,0.1196,0.0309,0.1045,0.3176,0.1725,3,4.1577,0.6499,0.7644,0.9089,0.1557,0.3778,2.7998,18.6751,0.1083,-5.629501,-3.8201067,0.6989,-3.0637107,-5.016249,-3.258425,0.3176,-2.5353317,0.5849625,6.975529,3.7956
2804,series2x2_parallel1,680.3222,0.25,2.5959,4.5628,0.207,1.6185,0.2414,11.5856,0.4072,1.4581,12.1254,0.5078,0.0257,0.0644,0.381,0.02,0.0144,0.0691,0.3811,0.1528,1,2.5959,4.5628,0.207,1.6185,0.2414,0.4072,1.4581,12.1254,0.5078,-5.282088,-3.9567955,0.381,-5.643856,-6.1177874,-3.8551705,0.3811,-2.7102835,-2.0,9.410074,11.5856
3251,series3_parallel2,609.6109,1.5,5.9055,2.2808,1.7507,0.3082,1.6961,7.1987,0.3609,2.3103,20.6635,0.2164,0.0045,0.2035,0.7849,0.0317,0.0114,0.309,0.7331,0.3958,3,5.9055,2.2808,1.7507,0.3082,1.6961,0.3609,2.3103,20.6635,0.2164,-7.7958593,-2.2968993,0.7849,-4.9793735,-6.4548225,-1.6943214,0.7331,-1.3371565,0.5849625,9.251745,7.1987
812,series2x2_parallel1,97.1268,1.5,0.7201,3.6676,1.8321,1.1591,2.0612,1.004,0.3365,1.0341,14.6026,0.0993,0.0043,0.0703,0.8299,0.0361,0.113,0.2773,0.418,0.2765,1,0.7201,3.6676,1.8321,1.1591,2.0612,0.3365,1.0341,14.6026,0.0993,-7.861448,-3.8303316,0.8299,-4.7918572,-3.1456053,-1.8504804,0.418,-1.8546487,0.5849625,6.6017976,1.004
193,series2x2_parallel1,133.4347,1.0,2.1477,3.6491,2.9217,4.6789,1.3287,-4.3953,0.4066,3.716,1.864,0.1209,0.0438,0.3316,0.4978,0.2911,0.0021,0.0557,0.677,0.2852,1,2.1477,3.6491,2.9217,4.6789,1.3287,0.4066,3.716,1.864,0.1209,-4.512925,-1.592484,0.4978,-1.7804133,-8.895395,-4.1661787,0.677,-1.8099542,0.0,7.05999,-4.3953
4023,series3_parallel2,107.9375,1.0,3.512,0.9483,5.7845,5.9518,1.1878,-1.3076,0.209,5.2216,5.2679,0.0997,0.0027,0.5124,0.2647,0.1123,0.0163,0.6031,0.662,0.2991,3,3.512,0.9483,5.7845,5.9518,1.1878,0.209,5.2216,5.2679,0.0997,-8.5328245,-0.9646577,0.2647,-3.15457,-5.9389844,-0.7295309,0.662,-1.7413001,0.0,6.754052,-1.3076
2171,series2x2_parallel1,343.9633,1.5,0.3821,3.2089,1.3495,3.8596,3.6786,-6.1624,0.1358,4.4134,7.1165,0.5547,0.0042,0.2726,0.7851,0.0615,0.0115,0.0404,0.4651,0.4295,1,0.3821,3.2089,1.3495,3.8596,3.6786,0.1358,4.4134,7.1165,0.5547,-7.895395,-1.8751426,0.7851,-4.0232697,-6.442222,-4.629501,0.4651,-1.2192699,0.5849625,8.426111,-6.1624
4091,parallel5,69.5829,2.0,0.3301,1.6519,1.7648,0.2988,1.3929,10.9227,0.1524,1.6363,8.8886,0.2023,0.0149,0.0319,0.4133,0.0573,0.0254,0.0525,0.8632,0.1068,0,0.3301,1.6519,1.7648,0.2988,1.3929,0.1524,1.6363,8.8886,0.2023,-6.068544,-4.9702997,0.4133,-4.125321,-5.299028,-4.2515388,0.8632,-3.2270164,1.0,6.120661,10.9227
3146,parallel5,156.089,0.1667,5.1205,1.0254,4.6451,1.7505,3.418,-2.6321,0.3525,1.8525,1.0717,0.705,0.064,0.0743,0.7482,0.2791,0.0058,0.0434,0.8819,0.4301,0,5.1205,1.0254,4.6451,1.7505,3.418,0.3525,1.8525,1.0717,0.705,-3.9657843,-3.750494,0.7482,-1.841146,-7.4297314,-4.526161,0.8819,-1.217256,-2.584674,7.2862253,-2.6321
