id,algorithm,algorithm_family,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,ratio_log2_head,freq_log2_head
70,series3,series,733.9878,0.25,0.1548,4.3034,3.2277,4.9919,2.7549,0.5074,0.11,0.897,6.1432,0.1709,0.0294,0.0889,0.634,0.1599,0.0235,0.097,0.8912,0.0866,2,-2.0,9.519612
1911,series3_parallel2,series,111.1556,0.25,1.532,1.2161,0.7993,1.5567,1.6479,-2.7793,0.1243,3.9221,0.2029,0.2228,0.0018,0.0456,0.1748,0.0153,0.0045,0.089,0.6148,0.1053,3,-2.0,6.796437
421,series3_parallel2,series,453.4647,0.3333,3.0117,3.8311,0.1833,2.7286,1.4086,2.1611,0.0087,1.1528,0.2467,0.0408,0.0053,0.0804,0.1827,0.0152,0.0077,0.0952,0.3224,0.1233,3,-1.5851068,8.824846
1189,series3,series,272.7386,0.1667,1.6679,4.3501,0.1799,3.2044,0.3244,0.3187,0.0164,1.5221,6.2675,0.2119,0.0522,0.0778,0.6801,0.0867,0.0052,0.1153,0.8214,0.2608,2,-2.584674,8.091375
2387,series3_parallel2,series,89.17,3.0,3.3336,2.4787,1.2407,3.497,1.7972,0.7046,0.1136,2.9925,0.594,0.1155,0.0024,0.0872,0.2037,0.0811,0.0114,0.0658,0.2733,0.1092,3,1.5849625,6.4784865
1719,series3_parallel2,series,74.2022,4.0,3.7171,1.5342,1.9786,3.8635,2.3821,-1.8091,0.1346,0.6468,7.5712,0.1133,0.0022,0.1436,0.1375,0.0446,0.0129,0.0524,0.2151,0.1032,3,2.0,6.21339
690,series2x2_parallel1,parallel,789.3701,0.25,3.6024,0.3446,2.3122,4.2017,0.2053,-2.8653,0.0486,0.5908,3.6671,0.1051,0.0066,0.2133,0.6173,0.1468,0.0021,0.0866,0.368,0.0485,1,-2.0,9.624558
3417,parallel5,parallel,189.6007,0.1667,0.9305,3.0568,0.4035,3.4165,0.3707,1.2534,0.0833,0.4005,5.8268,0.1623,0.0101,0.0812,0.6072,0.0977,0.0239,0.1364,0.8377,0.2668,0,-2.584674,7.5668206
1524,parallel5,parallel,548.2157,0.2,2.4022,2.7186,1.7234,1.1746,2.4681,2.6814,0.147,0.8711,3.4212,0.1841,0.0133,0.1601,0.641,0.1552,0.0152,0.0897,0.5159,0.0492,0,-2.321928,9.098599
1355,series2x2_parallel1,parallel,223.1605,0.5,1.0407,2.7788,3.0496,2.3556,2.5862,-0.1103,0.0507,1.8676,4.6935,0.231,0.0068,0.1619,0.0972,0.0402,0.0262,0.1115,0.5076,0.1565,1,-1.0,7.801938
2115,series2x2_parallel1,parallel,66.7179,0.6667,1.3156,5.8979,1.5084,1.6512,2.0098,-0.9634,0.0879,2.2766,2.6006,0.0113,0.0016,0.0575,0.1986,0.1451,0.0019,0.0633,0.0941,0.0272,1,-0.58489037,6.060002
2857,series3_parallel2,series,90.1456,3.0,1.6652,5.4299,2.4674,2.3718,5.797,1.3145,0.0122,3.7102,1.2584,0.2122,0.0555,0.1,0.6061,0.1111,0.1788,0.2945,0.5082,0.2507,3,1.5849625,6.494185
2940,series3_parallel2,series,212.2146,0.1667,2.3053,0.4757,1.0806,3.7291,2.6361,0.7347,0.1367,3.0943,1.4287,0.1227,0.0044,0.0783,0.2844,0.0963,0.0708,0.1337,0.6037,0.11,3,-2.584674,7.72938
800,parallel5,parallel,331.0554,0.3333,4.5722,3.2293,4.2793,0.8173,4.9708,1.7523,0.0613,0.0792,5.1647,0.1622,0.0102,0.111,0.0944,0.0315,0.0063,0.0763,0.3706,0.0868,0,-1.5851068,8.370929
2061,series2x2_parallel1,parallel,294.3044,0.6667,1.2777,0.8645,2.3825,2.0937,3.7374,0.7703,0.0381,3.5816,3.5087,0.12,0.0044,0.0375,0.1337,0.0158,0.0049,0.1653,0.2715,0.2123,1,-0.58489037,8.201165
979,series3_parallel2,series,97.2817,0.25,0.1982,3.341,3.4858,1.7054,1.8115,2.0007,0.0275,2.9273,4.1553,0.152,0.0053,0.1717,0.7299,0.0909,0.0047,0.1196,0.1938,0.0509,3,-2.0,6.6040964
2039,series3,series,645.886,0.5,3.0792,4.1589,1.2179,5.2219,3.0816,2.6509,0.0119,0.2585,0.2881,0.2116,0.0235,0.2332,0.6351,0.2183,0.0047,0.0625,0.1646,0.1314,2,-1.0,9.335135
2707,series2x2_parallel1,parallel,627.7453,3.0,1.0645,1.1249,1.341,3.8422,1.6614,-0.4253,0.1489,1.7073,2.9827,0.1624,0.0091,0.1648,0.5894,0.0926,0.0233,0.1097,0.7977,0.3237,1,1.5849625,9.294036
3339,series3,series,267.1148,3.0,2.7242,0.2573,1.0136,3.8921,4.5012,-1.2906,0.0695,3.2375,4.7989,0.0108,0.0142,0.1552,0.3608,0.1132,0.0066,0.1563,0.4026,0.0205,2,1.5849625,8.0613165
3009,series3_parallel2,series,763.2688,0.125,1.959,1.8909,0.9425,1.0401,2.2157,-2.1063,0.0031,3.0565,6.8928,0.2427,0.0037,0.0519,0.0529,0.0475,0.0244,0.0679,0.6997,0.1877,3,-3.0,9.576048
3355,parallel5,parallel,163.1162,2.0,2.6654,1.546,3.6833,1.424,0.5035,-2.9089,0.1299,0.0561,3.4327,0.057,0.0059,0.1468,0.0893,0.0397,0.0083,0.0834,0.7664,0.1305,0,1.0,7.3497562
1378,series3,series,238.3957,0.6667,4.1589,4.5521,2.5853,1.139,2.2753,0.6843,0.0304,0.0806,2.9327,0.1195,0.0213,0.1232,0.7116,0.0968,0.0104,0.2536,0.3212,0.3269,2,-0.58489037,7.8972144
1620,parallel5,parallel,400.3523,0.125,1.9718,5.8084,0.4589,0.9549,3.1942,-1.2384,0.0678,1.5598,7.7921,0.0646,0.0128,0.1369,0.5802,0.1788,0.0098,0.1177,0.3717,0.1699,0,-3.0,8.645126
1979,parallel5,parallel,76.2081,0.1667,1.5838,3.3266,5.5119,4.5008,4.4117,2.3775,0.1173,1.8396,6.2791,0.112,0.0061,0.104,0.4186,0.1358,0.0041,0.1081,0.0839,0.0453,0,-2.584674,6.2518725
515,series2x2_parallel1,parallel,264.3736,0.6667,0.3829,0.6409,2.6317,2.6858,3.5895,-1.7259,0.1561,3.7666,4.1239,0.2137,0.0237,0.1638,0.5342,0.0508,0.003,0.1641,0.1161,0.1906,1,-0.58489037,8.046434
2212,series3_parallel2,series,860.7053,1.0,0.3304,1.001,2.5039,5.2396,2.107,1.1696,0.1533,2.9359,1.243,0.1589,0.0061,0.1274,0.7365,0.0789,0.0621,0.1258,0.8319,0.5425,3,0.0,9.749375
119,parallel5,parallel,663.5444,0.25,0.9592,0.5857,2.3005,1.5644,2.4319,-1.445,0.0487,0.4642,6.0398,0.0575,0.0021,0.0258,0.1141,0.0681,0.0038,0.139,0.4414,0.1029,0,-2.0,9.374049
748,series3_parallel2,series,248.0694,0.25,3.5826,0.5485,0.6924,5.308,4.2359,0.3085,0.0462,1.2819,3.1499,0.0946,0.0084,0.1093,0.1273,0.0662,0.0962,0.1078,0.823,0.1376,3,-2.0,7.9546
2563,series3,series,139.7549,0.6667,2.0908,4.4614,3.9728,0.6392,1.5673,2.2479,0.1389,1.2164,0.7289,0.0451,0.005,0.0795,0.1159,0.1257,0.0024,0.1833,0.257,0.0245,2,-0.58489037,7.126755
3935,parallel5,parallel,107.7363,0.25,3.4484,4.6446,3.8442,1.3074,0.3761,-0.1263,0.1326,2.2687,6.1289,0.1938,0.0023,0.1448,0.3067,0.0298,0.0018,0.0913,0.0447,0.0347,0,-2.0,6.7513604
3752,parallel5,parallel,242.3247,2.0,4.8898,4.6209,0.3623,4.6247,3.371,2.5967,0.1198,3.7299,2.0829,0.2393,0.0057,0.0331,0.0804,0.0402,0.0316,0.0999,0.5183,0.0552,0,1.0,7.920798
1844,series2x2_parallel1,parallel,651.8797,0.2,0.2528,2.5039,0.92,0.9719,5.9278,2.295,0.0896,0.3926,0.6071,0.2457,0.1062,0.1024,0.5179,0.1449,0.0054,0.3017,0.4148,0.1747,1,-2.321928,9.348462
637,series3_parallel2,series,169.2135,0.25,0.7997,1.0194,5.1408,3.8255,3.7373,-2.3079,0.1468,2.2154,1.9942,0.1193,0.0064,0.0293,0.052,0.0204,0.0022,0.1406,0.2903,0.2364,3,-2.0,7.402701
666,series3,series,100.0162,0.125,0.6213,1.3122,1.4794,2.1232,2.4716,1.7203,0.0447,0.2249,7.4072,0.1056,0.0102,0.062,0.1868,0.1056,0.0018,0.0582,0.1678,0.0234,2,-3.0,6.6440897
3502,series2x2_parallel1,parallel,213.2805,0.2,0.9623,3.5757,0.5498,2.4805,4.3151,1.6964,0.0309,0.8393,4.0123,0.1069,0.0042,0.1269,0.3845,0.0849,0.0037,0.0445,0.3922,0.1549,1,-2.321928,7.7366085
1091,parallel5,parallel,369.2683,1.5,1.8872,2.8739,5.6743,2.8386,1.0815,0.2891,0.0393,3.0948,2.3883,0.0244,0.0079,0.1422,0.237,0.0929,0.0051,0.0474,0.0895,0.0643,0,0.5849625,8.528525
2265,parallel5,parallel,181.645,1.5,3.0942,2.6067,1.1634,5.4854,2.6823,-1.488,0.1332,2.8098,1.0654,0.0182,0.0055,0.081,0.1767,0.0389,0.0024,0.0464,0.0657,0.0767,0,0.5849625,7.5049777
3195,series3_parallel2,series,437.2184,1.5,3.0004,2.286,1.0191,1.9371,0.4104,0.635,0.1103,0.7128,7.8468,0.1292,0.029,0.1637,0.7652,0.2204,0.0821,0.0748,0.6732,0.1326,3,0.5849625,8.77221
1723,series2x2_parallel1,parallel,697.7041,0.1667,3.8433,0.2149,0.6756,0.4878,0.3549,-1.5808,0.0002,2.4335,2.4517,0.1424,0.0164,0.0866,0.7187,0.0551,0.0079,0.0426,0.0909,0.0583,1,-2.584674,9.446471
92,series3,series,679.7486,0.6667,2.2165,2.3055,1.6408,5.5225,2.42,-0.0742,0.0423,0.8671,5.7339,0.2377,0.0019,0.0377,0.0523,0.0949,0.0221,0.3397,0.7515,0.0487,2,-0.58489037,9.408857
3671,parallel5,parallel,660.1287,0.3333,4.1966,4.7406,1.2317,4.175,0.8122,2.7281,0.0089,2.8316,4.7661,0.2383,0.0458,0.1168,0.7245,0.257,0.0069,0.0708,0.297,0.0192,0,-1.5851068,9.366604
2139,series3,series,723.0209,3.0,4.7603,3.2571,1.2849,4.3744,4.4447,-2.8267,0.0341,2.1351,0.4698,0.1652,0.0064,0.0324,0.1346,0.0306,0.0561,0.1304,0.5186,0.348,2,1.5849625,9.497893
1340,series3_parallel2,series,67.1144,2.0,1.6375,4.1102,1.6224,1.6191,5.9846,2.1969,0.1719,2.4363,3.5475,0.2121,0.0026,0.0914,0.0892,0.0464,0.012,0.0457,0.2259,0.0749,3,1.0,6.0685506
1357,series2x2_parallel1,parallel,132.3695,0.1667,1.8608,4.0278,2.1749,1.3109,1.3703,0.0115,0.0664,1.173,5.9157,0.0691,0.0021,0.0306,0.1779,0.0184,0.0023,0.0421,0.2076,0.0392,1,-2.584674,7.048427
744,series3,series,140.9321,2.0,0.2379,0.6453,0.3984,1.953,2.4061,1.9633,0.0294,1.901,7.2386,0.1141,0.0954,0.0826,0.5058,0.1153,0.0069,0.1763,0.8697,0.3077,2,1.0,7.1388564
2554,series2x2_parallel1,parallel,70.3885,0.2,1.3275,1.5777,1.6258,3.8738,2.8281,-0.8556,0.0081,3.3089,4.2667,0.0668,0.0042,0.0801,0.2923,0.0552,0.0081,0.2742,0.3916,0.1688,1,-2.321928,6.1372676
3240,series3,series,227.8372,3.0,3.7905,3.2988,2.8757,2.9761,0.3299,-0.0385,0.044,0.8945,7.304,0.1037,0.0018,0.0321,0.19,0.0496,0.0025,0.0992,0.2206,0.033,2,1.5849625,7.8318596
603,series3,series,678.5227,0.3333,3.286,2.2761,1.7903,0.3551,3.5831,-2.6163,0.1175,3.4586,2.0482,0.1897,0.0022,0.0455,0.1072,0.0351,0.0042,0.0627,0.3833,0.1537,2,-1.5851068,9.406253
412,series3_parallel2,series,96.7628,0.3333,1.1342,1.0679,1.45,0.7478,3.367,-1.8097,0.0846,2.0542,1.7376,0.0134,0.0048,0.1746,0.6587,0.2003,0.0461,0.1099,0.7983,0.5221,3,-1.5851068,6.5963807
311,series2x2_parallel1,parallel,614.1516,0.6667,4.4003,1.0438,4.2206,0.9448,4.0083,-0.1877,0.0869,2.9293,0.0845,0.1054,0.0096,0.2514,0.4291,0.0884,0.0053,0.0251,0.1663,0.047,1,-0.58489037,9.262451
1662,series2x2_parallel1,parallel,235.66,3.0,2.6201,0.1998,1.7391,2.9284,3.9589,-0.1709,0.128,2.942,7.8655,0.2042,0.0047,0.1491,0.6077,0.1214,0.0025,0.0452,0.1902,0.1099,1,1.5849625,7.8805633
1079,series3_parallel2,series,146.4347,0.3333,1.5659,2.2154,0.2457,4.8395,1.4568,2.8531,0.1096,1.8003,5.5124,0.0454,0.0069,0.034,0.0973,0.0798,0.0025,0.0549,0.1013,0.0866,3,-1.5851068,7.1941137
1864,parallel5,parallel,127.7765,2.0,2.2679,2.1367,1.3779,3.0487,1.7009,1.04,0.1336,3.207,2.155,0.1399,0.0067,0.172,0.3463,0.0382,0.0748,0.2642,0.8805,0.1511,0,1.0,6.9974785
2937,parallel5,parallel,404.1736,4.0,2.4672,5.969,1.181,0.4103,0.6328,-0.8222,0.0759,3.9695,7.631,0.1473,0.019,0.222,0.3995,0.2001,0.0021,0.0335,0.1311,0.0481,0,2.0,8.658832
599,series3_parallel2,series,112.8536,0.125,1.915,5.3851,3.9054,0.3147,5.1474,-0.4081,0.0063,2.8439,1.5168,0.0576,0.0168,0.1502,0.5693,0.0947,0.0097,0.0411,0.3942,0.105,3,-3.0,6.818309
3799,series2x2_parallel1,parallel,853.1558,3.0,4.3081,3.9338,3.116,0.8568,2.4301,1.7556,0.0231,1.7368,5.6854,0.0971,0.012,0.084,0.6113,0.1619,0.0025,0.0354,0.2127,0.133,1,1.5849625,9.736666
678,series3,series,229.8274,1.5,1.9751,3.9561,0.6936,0.283,3.1269,-0.1561,0.1369,3.0987,0.1077,0.0904,0.0064,0.0703,0.0617,0.041,0.0049,0.0761,0.1189,0.0411,2,0.5849625,7.844407
935,series3,series,177.6478,2.0,1.0269,4.1003,4.2733,0.7445,3.3782,2.5245,0.1259,0.8609,0.9267,0.1173,0.0096,0.1579,0.3104,0.035,0.0389,0.2355,0.8644,0.1071,2,1.0,7.472876
2628,series2x2_parallel1,parallel,189.7663,4.0,2.0341,3.7893,2.0754,0.4671,2.1359,-1.6155,0.0265,1.4699,4.5535,0.2341,0.0123,0.1468,0.3726,0.0473,0.0019,0.1186,0.4687,0.0228,1,2.0,7.56808
3024,series2x2_parallel1,parallel,311.5197,0.1667,1.4291,5.4799,2.4003,4.1478,1.1978,-0.5197,0.0479,3.9687,0.2826,0.2474,0.0233,0.2046,0.6249,0.0566,0.0035,0.0434,0.2395,0.1166,1,-2.584674,8.283179
1861,series3_parallel2,series,630.6748,1.5,0.7587,1.0553,1.5761,3.3408,1.5941,0.326,0.0596,3.0986,7.5882,0.2175,0.0017,0.0432,0.1716,0.0736,0.0111,0.3135,0.7607,0.2167,3,0.5849625,9.300753
3039,series3,series,639.9344,2.0,0.3858,1.0237,4.066,2.9931,3.3403,-1.3471,0.1402,3.9435,2.7847,0.1128,0.0261,0.0976,0.8961,0.0857,0.0099,0.1122,0.7825,0.0922,2,1.0,9.32178
2484,series3,series,71.7546,3.0,2.3737,2.6148,3.5088,3.654,1.998,-1.1167,0.0898,3.9007,0.5772,0.1839,0.0038,0.0853,0.2567,0.026,0.0145,0.1085,0.6144,0.0431,2,1.5849625,6.1649995
3281,parallel5,parallel,196.1973,0.6667,0.7159,1.5767,0.8516,1.3855,1.2921,-2.0844,0.0255,0.9839,0.2697,0.0464,0.0152,0.1079,0.41,0.0422,0.0026,0.0418,0.2862,0.0388,0,-0.58489037,7.6161613
3740,series2x2_parallel1,parallel,104.1261,0.25,4.6142,0.6976,3.8107,2.7578,1.0287,2.7071,0.1695,0.6418,6.1857,0.1784,0.0151,0.0955,0.6168,0.0425,0.0714,0.192,0.8055,0.4528,1,-2.0,6.702188
71,series3_parallel2,series,762.2934,1.0,0.3989,1.5832,4.9556,0.2422,1.6099,2.813,0.0752,3.8788,3.146,0.2385,0.0215,0.0813,0.6273,0.0998,0.0255,0.1351,0.3538,0.1411,3,0.0,9.574203
2752,series3,series,374.2276,1.0,2.7119,2.6404,0.7594,5.7244,3.9219,0.0947,0.0266,3.5559,0.1648,0.1662,0.0128,0.1243,0.3921,0.0467,0.0118,0.1103,0.3386,0.0473,2,0.0,8.547772
1528,series3,series,83.6506,0.25,1.5052,1.6767,1.047,3.7231,2.9847,0.1869,0.0339,2.7951,5.489,0.0623,0.0047,0.0953,0.4983,0.0668,0.0068,0.0628,0.1633,0.07,2,-2.0,6.386304
1669,parallel5,parallel,317.5127,1.5,0.7082,3.7487,0.4092,2.943,3.5287,2.0319,0.002,2.0021,6.9219,0.08,0.0113,0.0993,0.2971,0.0224,0.0078,0.0785,0.3599,0.0211,0,0.5849625,8.310671
1554,parallel5,parallel,386.0308,0.2,3.5156,0.8973,1.8706,2.5382,0.4083,1.5367,0.0017,0.9732,1.6674,0.1737,0.0042,0.0987,0.3969,0.0404,0.0019,0.0305,0.0887,0.0282,0,-2.321928,8.592572
3455,series2x2_parallel1,parallel,716.9043,1.5,3.7452,2.5739,2.9521,0.4981,5.6581,-2.9078,0.0664,1.2946,4.4037,0.1183,0.0619,0.0624,0.7972,0.0934,0.0072,0.1718,0.1205,0.0441,1,0.5849625,9.485637
94,series3_parallel2,series,148.3316,3.0,0.561,1.0961,5.63,0.2895,4.4146,-0.2527,0.0924,0.9428,2.7732,0.1721,0.0101,0.1008,0.2608,0.1275,0.0543,0.065,0.8704,0.1403,3,1.5849625,7.2126822
2523,series3_parallel2,series,791.8237,0.1667,4.036,3.6499,3.0139,0.7157,3.2082,-0.5332,0.1111,2.8935,0.0038,0.1292,0.0064,0.2092,0.7641,0.0517,0.0036,0.1004,0.1988,0.0272,3,-2.584674,9.629036
1910,series2x2_parallel1,parallel,842.3623,0.2,1.8068,0.3595,2.5803,1.6142,3.7951,0.1891,0.1077,0.0255,1.342,0.2406,0.0049,0.0886,0.1137,0.0792,0.0046,0.0656,0.2003,0.0252,1,-2.321928,9.718297
3392,series3_parallel2,series,69.0271,0.125,2.5453,5.6854,2.0055,1.6149,2.7855,2.5574,0.1095,2.2867,0.8335,0.0859,0.0077,0.249,0.3386,0.1276,0.0025,0.0688,0.3373,0.0837,3,-3.0,6.109091
3804,series2x2_parallel1,parallel,706.1906,0.2,4.0476,0.6317,1.8744,3.0376,3.2817,2.1888,0.1013,1.1731,1.387,0.0051,0.008,0.2547,0.4955,0.128,0.0101,0.1448,0.8724,0.1677,1,-2.321928,9.463914
4091,series2x2_parallel1,parallel,311.8707,0.2,0.7921,0.3398,5.3091,0.4504,2.1686,-2.2063,0.1313,0.1208,1.8646,0.1733,0.028,0.1554,0.6656,0.1303,0.0053,0.0335,0.1486,0.0298,1,-2.321928,8.284804
24,series3,series,449.1859,0.1667,2.3162,1.3334,1.0814,2.2468,1.8702,-1.9093,0.0279,3.8208,7.2771,0.0535,0.0021,0.0465,0.1953,0.0395,0.0236,0.0977,0.7321,0.1056,2,-2.584674,8.811169
1828,series3_parallel2,series,787.326,0.3333,1.0784,0.4211,1.6595,3.9146,2.8436,-0.4788,0.1401,3.2817,6.3962,0.0632,0.0321,0.0739,0.6871,0.2716,0.0102,0.1688,0.3225,0.0611,3,-1.5851068,9.620817
28,series3,series,246.3635,0.5,1.1949,2.0773,1.5801,5.9282,1.3919,-2.1622,0.0207,3.0855,5.3875,0.029,0.0019,0.158,0.0913,0.0722,0.002,0.0451,0.2628,0.0525,2,-1.0,7.9446445
3250,series2x2_parallel1,parallel,166.6559,4.0,3.6063,2.2058,1.782,1.0155,1.4926,2.1799,0.0569,3.1778,6.8927,0.1067,0.0042,0.0379,0.1103,0.0724,0.0019,0.0867,0.2981,0.0402,1,2.0,7.3807287
933,series2x2_parallel1,parallel,181.7944,0.2,0.9053,1.0374,3.7826,3.4789,0.3088,0.611,0.0878,0.903,1.2157,0.1417,0.0065,0.0653,0.1211,0.0847,0.0147,0.3063,0.5371,0.2511,1,-2.321928,7.506164
2046,series3,series,314.0945,0.25,3.593,3.6963,4.7307,0.6238,2.7562,-2.1773,0.0361,1.7379,6.0087,0.2396,0.0045,0.1789,0.3488,0.0535,0.0079,0.0506,0.2397,0.0698,2,-2.0,8.295054
868,series2x2_parallel1,parallel,423.1003,0.2,1.479,3.5523,2.3366,3.8777,1.5751,-1.2402,0.1096,3.3439,5.4601,0.2108,0.004,0.034,0.1027,0.0636,0.0206,0.0984,0.6281,0.1117,1,-2.321928,8.724856
1648,parallel5,parallel,268.8585,4.0,3.9038,3.8003,2.9174,1.0261,1.158,0.8094,0.0961,3.5946,3.9748,0.0981,0.0028,0.041,0.1334,0.0152,0.0171,0.0932,0.6115,0.0448,0,2.0,8.0707035
290,series3,series,300.4829,0.3333,2.2538,1.1511,2.5482,1.2871,3.1782,1.4674,0.0436,3.0525,0.4162,0.1469,0.0273,0.1172,0.5196,0.2962,0.0147,0.0679,0.2487,0.0326,2,-1.5851068,8.231139
1349,parallel5,parallel,422.1555,1.5,1.6509,1.4799,0.1613,3.5372,2.1621,-0.077,0.068,3.6462,1.5289,0.1417,0.0023,0.0837,0.2731,0.0738,0.0079,0.0517,0.2938,0.031,0,0.5849625,8.721631
4064,series2x2_parallel1,parallel,718.0613,4.0,1.9499,0.291,2.3168,2.7976,1.9659,2.8677,0.0705,2.1089,2.5031,0.032,0.0042,0.0465,0.3055,0.0596,0.0334,0.316,0.7384,0.0947,1,2.0,9.487963
361,series2x2_parallel1,parallel,769.6838,0.5,1.6604,0.9065,1.9688,3.3255,5.2561,1.3291,0.0013,3.9536,3.9667,0.0976,0.0018,0.0352,0.1907,0.0472,0.0151,0.2778,0.6529,0.11,1,-1.0,9.588122
219,series3,series,359.2532,4.0,1.9736,1.8949,0.3513,2.2814,3.5825,-1.0252,0.0996,3.5526,7.9713,0.0524,0.0031,0.0656,0.1418,0.0536,0.013,0.1155,0.1663,0.0772,2,2.0,8.488857
3580,parallel5,parallel,107.1294,3.0,4.187,5.9996,2.1844,2.3588,0.8494,-1.7245,0.1129,0.5929,1.4014,0.1871,0.0017,0.1613,0.0818,0.0286,0.0234,0.1083,0.7116,0.1788,0,1.5849625,6.743211
343,series2x2_parallel1,parallel,214.2202,0.25,3.2722,5.0096,2.3512,3.4992,1.75,0.6892,0.016,3.2633,3.2362,0.0751,0.0029,0.0341,0.1168,0.0696,0.0131,0.1409,0.3137,0.0475,1,-2.0,7.742951
2318,series3_parallel2,series,93.3084,4.0,4.0112,0.8821,1.2504,2.0519,4.3423,1.1347,0.0442,0.7979,4.122,0.1757,0.0358,0.0731,0.4732,0.2359,0.0084,0.1936,0.3839,0.1099,3,2.0,6.5439353
276,series2x2_parallel1,parallel,71.9394,3.0,3.7723,1.211,0.6772,1.3864,2.221,0.805,0.0314,1.9211,5.689,0.1082,0.0299,0.1623,0.6767,0.1057,0.0046,0.0294,0.115,0.1082,1,1.5849625,6.16871
1953,series2x2_parallel1,parallel,84.6011,0.3333,1.2315,1.8756,0.433,4.0967,2.1907,-0.7421,0.1522,1.9975,2.4895,0.1672,0.0042,0.0258,0.1115,0.0441,0.0026,0.1239,0.1992,0.0233,1,-1.5851068,6.4026046
4009,series2x2_parallel1,parallel,829.3314,3.0,1.0314,3.2562,0.3341,1.7865,3.8024,-1.1919,0.0028,3.9025,0.0284,0.0705,0.0349,0.1766,0.6596,0.099,0.0264,0.106,0.6192,0.0776,1,1.5849625,9.695805
2838,series3_parallel2,series,75.017,4.0,1.7842,0.939,5.4727,3.232,3.7686,-0.4415,0.0781,3.9846,2.2217,0.2159,0.0036,0.0599,0.1856,0.0312,0.0377,0.1476,0.6748,0.0937,3,2.0,6.2291455
3572,series3,series,842.1567,0.5,3.1205,1.1465,3.2708,2.245,1.7797,2.0965,0.126,3.3354,7.7944,0.0931,0.013,0.2373,0.6262,0.0532,0.0341,0.1433,0.7626,0.0983,2,-1.0,9.717945
2316,parallel5,parallel,334.6696,0.25,0.6118,2.8773,0.7445,0.8761,2.9464,-2.5776,0.0517,2.7428,0.8066,0.0861,0.0026,0.0708,0.3328,0.0393,0.0172,0.159,0.8257,0.0998,0,-2.0,8.386594
1197,parallel5,parallel,367.0622,1.5,3.6224,4.4475,2.3008,3.1335,2.8419,-2.7145,0.0481,0.5685,1.6862,0.0704,0.0027,0.0277,0.1524,0.0532,0.0063,0.2197,0.7977,0.047,0,0.5849625,8.51988
2424,series2x2_parallel1,parallel,743.2804,3.0,5.1333,1.2243,1.271,1.7969,2.7201,0.9457,0.0445,3.0777,6.8783,0.0949,0.0081,0.1766,0.0807,0.0427,0.0017,0.128,0.3268,0.0185,1,1.5849625,9.537763
2576,series2x2_parallel1,parallel,121.131,0.125,3.284,2.5277,1.7097,2.4181,0.5996,0.1027,0.052,1.0724,1.0432,0.2251,0.0047,0.0751,0.1276,0.0391,0.006,0.13,0.3212,0.0418,1,-3.0,6.9204245
1442,parallel5,parallel,181.6199,0.1667,3.4048,3.9856,3.7738,0.7183,0.8822,-2.4752,0.0493,3.7392,6.7648,0.1375,0.0033,0.0411,0.0678,0.0158,0.0096,0.1045,0.4868,0.1071,0,-2.584674,7.5047784
1401,series3,series,277.8423,0.5,0.7543,1.4522,0.4785,3.5099,0.9813,0.7706,0.0231,0.9759,0.764,0.1916,0.0101,0.1153,0.2931,0.0706,0.0032,0.0892,0.2114,0.1421,2,-1.0,8.118122
2274,series2x2_parallel1,parallel,97.7982,4.0,0.3889,2.9743,1.6613,0.9621,5.66,0.7536,0.1018,1.3778,5.2874,0.1161,0.0891,0.194,0.6195,0.1299,0.0118,0.0843,0.1591,0.0438,1,2.0,6.611736
151,parallel5,parallel,75.8762,0.125,2.4836,3.2971,2.3894,2.5069,1.6666,0.5526,0.0238,3.2474,0.2132,0.1411,0.03,0.105,0.3781,0.2076,0.0028,0.0534,0.3235,0.0603,0,-3.0,6.2455754
3629,series3_parallel2,series,84.4137,1.5,0.8821,2.7797,2.162,1.2104,3.1704,0.6971,0.1729,2.9758,0.0567,0.1512,0.0171,0.0929,0.494,0.1163,0.0344,0.0976,0.6693,0.0992,3,0.5849625,6.399405
2659,series2x2_parallel1,parallel,100.2727,1.0,1.6357,3.4712,3.0561,1.5351,1.2387,1.323,0.0554,3.3187,7.2299,0.2121,0.0025,0.0403,0.1862,0.0631,0.063,0.2829,0.662,0.0894,1,0.0,6.647785
1081,series3_parallel2,series,123.0187,0.125,1.0851,2.2786,2.7835,2.904,0.8031,-2.4051,0.129,3.7907,2.8244,0.2008,0.0071,0.0765,0.1526,0.0189,0.0094,0.1184,0.2401,0.0259,3,-3.0,6.942734
303,parallel5,parallel,133.2802,3.0,3.1976,0.1809,1.3467,1.4598,1.5283,-1.6641,0.1379,2.1482,5.2579,0.0255,0.084,0.0753,0.5134,0.0803,0.0234,0.2771,0.3501,0.0963,0,1.5849625,7.0583186
3021,parallel5,parallel,248.7955,0.25,5.4321,3.7361,3.4711,2.1041,1.3671,-2.3482,0.1491,2.5214,1.7772,0.1225,0.081,0.0891,0.6189,0.1099,0.0021,0.2389,0.1945,0.0232,0,-2.0,7.9588165
